normalized_company,label
Jepson Power GmbH,0
ORGA Systems Holding GmbH,0
Service mann Service & Vertriebs GmbH & Co . KG,0
STRUCTURA Planung + Vertrieb von Bau konstruktionen GmbH,0
DRSRE Verwaltung gesellschaft mbH,0
apo - rot GmbH,0
Frings Polster mobel GmbH,0
PlaSil GmbH & Co KG,0
AA Niebull - Immobilien GmbH & Co . KG,0
mertus 1 9 6 . GmbH,0
A . Markovski GmbH,0
Angel gerate Wilkerling GmbH & Co . KG,0
C U GmbH,0
REITZKLIMA e . K .,0
HELIOS Park - Klinikum Leipzig GmbH,0
Christborn GmbH,0
"AVB , Arbeit kreis Versicherungen und Finanz - Beratung - Assekuranz kontor - GmbH",0
Bruschke - Versicherung buro - GmbH,0
KGS Service GmbH & Co KG,0
PROMINT / Dienstleistung gruppe Neuruppin GmbH,0
Dein Brief UG ( haftungsbeschrankt ),0
"DBO - Bottcher Beton - , Bohr - & Sage arbeiten GmbH",0
Bernhard Freitag Sanitar - und Heizung bau GmbH,0
Arzte haus Rudolf Virchow Arzt praxen Gesellschaft mbH & Co KG,0
regiodirect GmbH,0
Ingenieur buro Gaal + Gaal GmbH,0
Automation - Consult Verwaltungs - GmbH,0
NUCLEUS Entertainment GmbH,0
Fahrschule Mayr GmbH,0
"DIVA Deutsche Immobilien , Verwaltungs - und Anlage gesellschaft mbH",0
Charmy - Brandmeyer GmbH,0
THR XXVIII Hotel - Betriebs - und Beteiligung gesellschaft mbH,0
Babylonstoren GmbH,0
"Progranus Land wirtschaft KG Flohr , Garben - Mogwitz , Kohler , von Rossing",0
Regenerative Energie werke Vorier Berg Erste GmbH & Co . KG,0
Skylane GmbH,0
Verlags gesellschaft Unser Wald mit beschrankter Haftung,0
BBZ Berufs bildung zentrum Fulda GmbH,0
Schlee GmbH & Co . Management KG,0
ARC Aktien Research & Consulting GmbH,0
A . L . M . Europaische Freizeit akademie GmbH,0
GRR Portfolio VIERUNDZWANZIG GmbH & Co . KG,0
IFMO - Institut fur Management - und Organisation beratung GmbH,0
Press & Tobacco Store GmbH,0
Annette Huhn Versicherung vermittlung GmbH,0
Eickhoff Beteiligungs - GmbH,0
StoREgio GmbH,0
juwi Wind energie GmbH & Co . S + S III KG,0
Karl - Heinz Schmidt & Co . oHG,0
Kovac Verwaltungs GmbH,0
ZALON BAU UG ( haftungsbeschrankt ),0
Tongariro Consulting GmbH,0
"Apotheke in Lipperreihe , Inhaberin Apothekerin Claudia Witte e . K .",0
Energie zentrale Universitat klinikum Giessen GmbH,0
Helmut Heske GmbH,0
EEA - Dr . Schaffler Germany GmbH,0
BALTIC STEIN UG ( haftungsbeschrankt ),0
IT Consult + Service Limited,0
Credopard GmbH,0
Bayern land GmbH,0
Hubert Vermietungen GmbH & Co . KG,0
Holz apfel Coating Westerburg GmbH,0
"Schlenker Verwaltungs - GmbH , Rathenow",0
Horgerate studio Czmok Gesellschaft mit beschrankter Haftung,0
Roth Bier Logistik GmbH,0
TRANSMARKETING Verkaufs forderung Verwaltung GmbH,0
Schafer Druck & Verlag GmbH,0
DELTEC Holding GmbH,0
Braunmuhl Immobilien GmbH & Co . KG,0
Spinell Grundstucks verwaltung gesellschaft mbH,0
AC Grund besitz verwaltung gesellschaft m . b . H .,0
Philiacare - House Vermietungs - und Immobilien gesellschaft mbH,0
Reise dienst Parchim GmbH,0
Konigs hutte Industrie denkmal UG ( haftungsbeschrankt ),0
Sum GmbH,0
Spiel waren Steibert e . K .,0
GEROH Verwaltungs - GmbH,0
Music - Academy Frankfurt GmbH,0
Leicht bau - Zentrum Sachsen GmbH,0
A + E GmbH,0
HTK GmbH Handel u . Transport logistik fur innovative Konzepte,0
AKBO Fuss boden technik GmbH,0
Sorens Kauf lust GmbH & Co . KG,0
Tuning - Fred Handels gesellschaft m . b . H .,0
Sanistance Kranken - und Pflege service GmbH,0
Benz Haushalts waren e . K .,0
Sinotrans Air Transportation GmbH,0
AB - Motowear GmbH,0
RS Energie & Handel GmbH,0
Fest werk GmbH,0
P + S Pulver beschichtung - u . Staub filter anlagen GmbH,0
Bergedorfer Schornsteinfeger GJ GmbH,0
J . J . Verwaltung agentur GmbH,0
IngDoc BSystems GmbH,0
Agentur Seidel GmbH International Eventmanagement und Marketing,0
Kalla Grundstucks verwaltung gesellschaft mbH,0
Burg Weg berg Catering GmbH,0
PHR Pro - Histo - Race GmbH,0
Auto verwertung Berg GmbH,0
Horst Kloppner Inh . Frieda Kloppner e . Kfr . Abbruch unternehmen Industrie - Abwrack - Betrieb,0
Seiler Bauspenglerei GmbH,0
Auktion haus an der Ruhr GmbH,0
TEG - Shop UG ( haftungsbeschrankt ),0
Angel zentrum Zielow GmbH,0
PMO Buro service GmbH,0
J . Petschko Verwaltungs GmbH,0
KUK Verwaltungs - GmbH,0
Grassl Grund besitz GmbH,0
BRV Bau stoff - Recycling und Vertriebs GmbH,0
Experts - Go - Europe GmbH,0
Weber Ingenieur - Buro fur Stein technik Gesellschaft mit beschrankter Haftung,0
Bau leitung - Service Limited,0
C . D . Walzholz - Kern - Liebers GmbH,0
EHF Gesellschaft fur General planung + Bau management mbH,0
Namdar Cankaya Electronics GmbH,0
Zippel AG,0
Deratech GmbH,0
Alamond GmbH,0
emvConsult Beratung und Management GmbH,0
MoMa 1 . Beteiligung gesellschaft mbH,0
System technik Mannheim Pult - und Schrank technik GmbH,0
Versicherung makler Klukas - ConCent GmbH,0
Platin 99 7 . GmbH,0
Machold Management UG ( haftungsbeschrankt ) & Co . KG .,0
Vollmer & Scheffczyk GmbH,0
Dogan IT GmbH,0
Maler Hamacher GmbH,0
Yaoti GmbH,0
Fleisch mann Franz e . Kfm,0
GRAUTHOFF Holding GmbH,0
Gympanzee GmbH,0
ConDie - Container dienst Gesellschaft mit beschrankter Haftung,0
Rehcing GmbH,0
Sellnick Vermogens verwaltung GmbH & Co . KG,0
think & solve consulting - services GmbH,0
Eifelmetall - Gesellschaft mit beschrankter Haftung,0
Elektro Consult Wald heim GmbH,0
inITova GmbH,0
City - Appartements Wenden strasse - Braunschweig - GmbH & Co . KG,0
JK OHG,0
Kuhn Geoconsulting GmbH,0
"G . A . S . - global art space , gemeinnutzige Unternehmer gesellschaft ( haftungsbeschrankt )",0
OMNIBAU GmbH,0
HATREI GmbH & Co . KG,0
Stadt haus Gesellschaft fur privaten Wohnung bau mbH,0
Grundstuck Forster GmbH & Co . KG,0
M . D . K . Gebaude technik GmbH,0
Ready Beton technik GmbH,0
Mobel Neuhaus GmbH,0
Elektro anlagen M & W GmbH Zwickau,0
Bender & Staus berg GmbH,0
Mess - Regel - Klima technik Franken GmbH,0
Wohnungs - Verwaltungs - und Eigentums gesellschaft Carpin mbH,0
HBP Verwaltung gesellschaft mbH,0
PORTALEUM Haustierkrematorium GmbH Berlin,0
VIRTUMA UG ( haftungsbeschrankt ),0
SafeGuard GmbH,0
Credicom GmbH,0
PKD UG ( haftungsbeschrankt ),0
Erfttal - Backer Back - und Vertriebs GmbH,0
CVT Veranstaltung technik GmbH,0
ASPrit Solutions Verwaltungs - GmbH,0
RSP Gebaude management GmbH,0
Lessmann GmbH,0
Augsburger Rolladen GmbH Hermann Topf,0
Rizk GmbH,0
SolAr Bis Z GmbH,0
DSB Security GmbH,0
EntsorgungsgeselIschaft Sachsen - Anhalt Sud mbH ( EG SAS ),0
PRO - Konstrukt - Bau GmbH,0
CC Computer - Studio GmbH,0
DANEL am Markt GmbH,0
Auto haus Kopper Borkener Strasse GmbH,0
AMS - Edelstahl rohr leitung bau - GmbH,0
Lewin GmbH & Co . Kirch gasse 2 KG,0
Forst betrieb Schmidbauer GmbH & Co . KG,0
F . Bruckmann Munchen Holding GmbH,0
apoplan GmbH,0
CMS Besitz GmbH & Co . KG,0
TELE MACHER Verwaltungs GmbH,0
Profi Pack Verwaltungs - GmbH,0
PASO GmbH,0
Martin & Co . KG,0
Auto - Box - Dresden GmbH,0
Albrecht Gebruder & Co . Berlin GmbH,0
 LANDS HUT  Liegenschaften KG,0
Aridan Immobilien - Verwaltungs - GmbH & Co . Betriebs KG,0
Elbsee - Restaurant GmbH & Co . Betriebs KG,0
AGB Beratende Ingenieure fur Bau wesen GmbH,0
BVIK gGmbH,0
Buch handlung LESART GmbH,0
CO 2 - Plus GmbH & Co . KG,0
Regnitztaler Verlags UG ( haftungsbeschrankt ),0
Alexanderstrasse 3 / 3 A GmbH,0
SBW Winter garten Fenster Turen GmbH,0
Erb Verwaltungs GmbH,0
Agentur 4 2 k GmbH,0
Acta Immobilien - und Verwaltungs - GmbH,0
Werner Krell GmbH,0
Oranien - Apotheke Inhaber : Ekkehart Kaaker e . K,0
Becker - Prunte Dienst leistung GmbH,0
AS & SA Handels gesellschaft UG ( haftungsbeschrankt ),0
MS Private Equity GmbH,0
FLOTTMANN Sieb druck - Service GmbH .,0
Sebening & Sohn Haus verwaltungen GmbH & Co . KG,0
Jobe GmbH,0
Anton Horn Stuck unternehmen e . K .,0
CITY TAXI COLOGNE e . K,0
Locknitzer - Haus - Bau - Service - GmbH,0
Marien - Apotheke Karl - Heinrich Reimert e . K .,0
Allianz Capital Partners Verwaltungs GmbH,0
Baren - Apotheke am Karl - Marx - Platz Inhaberin Susanne Segebrecht,0
DISKUS Dreihundertzweiundsiebzigste Beteiligungs - und Verwaltungs - GmbH,0
Runkel Hochbau GmbH,0
CleanDevil GmbH,0
AHO Bau GmbH Plauen,0
Junge Chore Munchen gemeinnutzige GmbH,0
Juwel 1 9 3 . V V UG ( haftungsbeschrankt ) & Co . 9 1 . Verwaltungs KG,0
Dortmunder Hafen Aktien gesellschaft,0
STINAG Dresden GmbH,0
Tischler meister Michael Dohrs GmbH,0
attempto e . K . Krefeld,0
d . i . i . Deutsche Invest Immobilien 7 . Bestand GmbH,0
Abarcon GmbH,0
Seibel GmbH Spiel platz gerate Holz bau,0
PKI Immobilien verwaltung UG ( haftungsbeschrankt ),0
betex Handels gesellschaft fur Heimtextilien mbH,0
Muggelsee Residenzen See domizil I GmbH & Co . 1 . Immobilien beteiligung KG,0
Sanitar Leiter mann Service GmbH,0
G . C . Marl GmbH & Co . KG,0
IT . TEM GmbH,0
eCOUNT Technology GmbH,0
Macke Logistik GmbH,0
Kneisner Elektro planung UG,0
Lusatex GmbH & Co . KG,0
dercomputerladen SYSTEM HAUS GmbH,0
Praktiker DIY GmbH,0
Agro Data Unternehmens beteiligungen Verwaltung gesellschaft mbH,0
Winter berg Apotheke Henning Holz,0
Ibiomics GmbH,0
Realcoor Wohn bau GmbH & Co . KG,0
Schnell Auto motive e . K .,0
MEDICAL ALLIANCE SERVICES LIMITED,0
Haaga GmbH,0
HAYALVISION GmbH,0
RWA Immobilien GmbH & Co . KG,0
GG Concepts GmbH & Co . KG,0
Cliphor . se UG ( haftungsbeschrankt ),0
aloom GmbH & Co . KG,0
Gebr . Krings Grund besitz Verwaltungs - GmbH,0
True Food International Germany GmbH,0
IrmasWorld GmbH & Co . KG,0
AQIDOS Verwaltungs - und Beteiligungs - GmbH,0
A . u . K . Muller GmbH & Co KG .,0
TS Consulting UG ( haftungsbeschrankt ),0
AXA Entwicklungs - und Maschinen bau GmbH,0
Elbchaussee 4 0 1 - 4 0 3 Verwaltung gesellschaft mbH,0
Domotec Facility Management GmbH,0
Prenden Golf Service UG ( haftungsbeschrankt ),0
BSL Verwaltung gesellschaft Betriebs mittel Service Logistik mbH,0
SOLAR IMPORT - EXPORT LTD .,0
Campian Immobilien Verwaltungs GmbH,0
Hetsch - Transporte e . K . - Spedition und Lagerei,0
FRASSUR Entsorgung dienste GmbH,0
Young Fashion Eyewear GmbH,0
MAL Effekt - Technik GmbH,0
Rauch Verwaltung GmbH,0
Merian Grundstucks gesellschaft mbH,0
Alexpo Waren handels gesellschaft m . b . H .,0
RHS - Werbe mittel Rupp GmbH,0
Gesellschaft fur angewandte Geistes forschung mbH,0
August Feld mann GmbH,0
medBlue e . K .,0
Bestattungen Ohles e . K .,0
Freyersbacher Mineral quellen GmbH & Co . KG,0
Tapad Germany GmbH,0
PF Projekt entwicklung GmbH,0
StS Oberflachen behandlung GmbH,0
Werner und Frank Spiegel GmbH,0
VIP Mobile UG ( haftungsbeschrankt ),0
Lahntal Tourismus Service GmbH,0
Dr . Kalhoff - Business Information and Instruments e . K .,0
Medien Aktiv Service GmbH,0
Arenz und Spruhs Partnerschaft Steuer berater,0
IMN Immobilien Management Nord GmbH,0
Synora Invest Vermogens verwaltung GmbH & Co . KG,0
Sparrow Analytics GmbH,0
Thumm Technologie GmbH,0
Ellwanger Tor platz Verwaltung UG ( haftungsbeschrankt ),0
AW auto motive GmbH,0
AfU Investor Research GmbH,0
Versicherung buro Buck KG,0
Garten siedlung Giesensdorf e . G .,0
Merkle Finanz beratung GmbH,0
ATG Auto technik GmbH,0
Luxaviation Germany GmbH,0
ELA European Leadership Academy GmbH,0
VELOX Hoch - und Tiefbau GmbH,0
Destarol Investment GmbH,0
EEG Energie Expertise GmbH,0
Rotlein GmbH,0
Freddytel e . K .,0
Oberhavel Kliniken GmbH,0
FRV Versicherungs - Vermittlungs - GmbH,0
STUBE text & design UG ( haftungsbeschrankt ),0
bisDATO - Art UG ( haftungsbeschrankt ),0
EuRec Recycling Machines GmbH,0
ProjEn GmbH Project Engineers,0
ROLAND - SANITAT HAUS e . K . Inhaberin : Jutta Hirsch,0
Monika Meyer GmbH & Co . KG,0
BaWu Industrie entsorgung GmbH,0
UDE Training Holding gesellschaft mbH & Co . KG,0
"Plein und Braun , Verwaltungs - Gesellschaft mit beschrankter Haftung",0
Lindau Immobilien GmbH & Co KG,0
RAAK Wohn immobilien UG ( haftungsbeschrankt ),0
Burmeister Beteiligungs GmbH,0
TRUST System keramik GmbH,0
Alpha - ES Elektronik - Systeme e . K .,0
Drescher & Petrowski Beteiligungs - und Verwaltung gesellschaft mbH,0
BSB GmbH Bauen und Sanieren im Bestand,0
Walter Bommhardt Gesellschaft mit beschrankter Haftung,0
Mark wort Holding GmbH,0
"Mode fur Sie und Ihn , Frank Kruger , Wetzlar - Alt stadt",0
AWAG Fahnen und Fahnen masten Inh . Alois Wagner e . K .,0
Wind park ABF GmbH,0
Facere 1 . Grundstucks verwaltung gesellschaft mbH & Co . Vermietungs KG,0
DG Dresdner Grund besitz Beteiligungs GmbH,0
Techmopart GmbH,0
Fahrschule Leo Gostomzik UG ( haftungsbeschrankt ),0
oak media GmbH,0
Kenj Immobilien GmbH,0
TNT Media GmbH,0
Sonnen hotel Wolfs hof GmbH & Co . KG,0
Spree Druck Berlin GmbH,0
DT Projekte GmbH,0
Arts of Toyco Musik verlag oHG,0
WOC Invest 3 . 3 GmbH & Co . KG,0
Aschen bachs Apotheke e . K .,0
MABA Projekt GmbH & Co . KG,0
PM Projekt management GmbH Organisation entwicklung + Information technologie,0
sweetcups UG ( haftungsbeschrankt ),0
BIG Beauty Instruments GmbH,0
Maurer meister Denis Haase GmbH,0
Contrade Consulting & Services GmbH,0
LiDo Vermogens UG ( haftungsbeschrankt ),0
Nimet Verwaltungs GmbH,0
Alternativ Invest Return GmbH & Co . Strategy KG,0
Backerei Wolf GmbH,0
AK - Demir Bau GmbH,0
blue coast capital Beteiligung gesellschaft mbH,0
BESTA Eisen - u . Stahl handels gesellschaft mbH,0
BRAHLER ICS Konferenz technik International Congress Service Aktien gesellschaft,0
Elektro Wenzl GmbH,0
MaFo Service B . Ripperger e . Kfr .,0
SMA - Super - Markt - Anlage - Vermogens verwaltung - KG,0
AWA Produktions GmbH,0
Spieth & Wensky Verwaltungs - GmbH,0
Giannikis Gounaris GmbH & Co . KG,0
Cargobull Leasing - und Handels - GmbH,0
Listner Immobilien GmbH,0
AEB Grund Invest GmbH & Co . KG,0
Hellmich GmbH,0
Auto kontor Bayern GmbH,0
Horst Ziegen fuss GmbH,0
Vierundzwanzigste Gamma Trans Leasing Verwaltungs - GmbH & Co . Finanzierungs - Management KG,0
THG Germany GmbH,0
NORDCONSULT Unternehmens beratung GmbH,0
NPIXO GmbH & Co KG,0
Dohler Zerspanungstechnik GmbH,0
E - M Immobilien UG ( haftungsbeschrankt ) & Co . KG,0
Garten - und Landschaft bau H . - W . Barth Ingenieurges . mbH,0
Mauser Wal deck Aktien gesellschaft i . L .,0
Druck knopf GmbH & Co KG,0
DELTIE Consulting UG ( haftungsbeschrankt ),0
"Butzbacher Wohnung gesellschaft , Gesellschaft mit beschrankter Haftung",0
AStrahl GmbH,0
Holz logistik Meissner OHG,0
Reshet Beta GmbH,0
Spenglersan GmbH,0
Dirk Keck Verwaltungs GmbH,0
Schuhstyle Berlin GmbH,0
I - D - E Projekt gesellschaft mbH Informations - Daten - und Elektro technik,0
AGRAR DAMM GmbH,0
wwsmedia GmbH,0
CAESAREA Immobilien GmbH,0
Helmut Haas GmbH Industrie vertretungen,0
Burgel Potsdam GmbH,0
Dental - Labor Kroker GmbH,0
Brigitte Husemann GmbH & Co . KG,0
Info star Inh . Christovao Silva e . K,0
BIG Investment GmbH & Co . KG,0
RCF Verwaltungs GmbH,0
"Gmerek , Manthe , Walta Rechts anwalte in Partnerschaft",0
Gebruder Hannappel OHG,0
METON GmbH,0
GOEK LTD Niederlassung Deutschland,0
CORTINA Eis cafe GmbH,0
TGC Biomics GmbH,0
Stadtische Wasser - und Fernwarme versorgung Schwan dorf,0
Fahren kamp und Gartner Objekt Einbeck Verwaltungs GmbH,0
alt consulting Verwaltungs GmbH,0
Hinsemann Wohnungs GmbH,0
Metall bau Schilling GmbH,0
KWP Treuhand GmbH Steuer beratung gesellschaft,0
Niemz Geschafts fuhrung GmbH,0
Feld haus Transporte UG ( haftungsbeschrankt ),0
Element C GmbH,0
UGW Promotion GmbH,0
Schussler Verwaltungs GmbH,0
Solar park Auerbach GmbH & Co . KG,0
Gunther Assekuranz Consulting GmbH,0
BAL Verwaltungs UG ( haftungsbeschrankt ),0
Solventis Schuldner - und Insolvenz beratung UG ( haftungsbeschrankt ),0
Aliceparadies e . K .,0
GUP Gesellschaft fur Umwelt - Energie und Projekt management mbH,0
anvoplan GmbH,0
Activa Bau - Projektierung GmbH & Co . KG,0
Ulixes Roboter systeme GmbH,0
Howelpa Logistik GmbH,0
EIS - Zauberei Wolf gang Brasch e . K,0
four - quarters real value UG ( haftungsbeschrankt ),0
Dach - und Wand systeme Klein GmbH & Co . KG,0
IFBE Bildung zentrum gem . GmbH,0
bau Spezi - MB - Kauf GmbH,0
bo Production GmbH,0
B & B GmbH,0
Mode Muller GmbH,0
TVSC Treuhand - Verwaltung - Service - Consult GmbH,0
D - Edition Handels GmbH,0
Konig Glas bau Verwaltungs GmbH,0
NELO Vierte GmbH,0
SyGa Limited Niederlassung Magdeburg,0
Bio gas produktion Stavenhagen Verwaltungs - GmbH,0
Uli Biskoping e . K .,0
FFD First Friends Development GmbH,0
SSteuerberatungsgesellschaft mbH,0
E . W . O . Vertriebs GmbH,0
SCP Schulz UG ( haftungsbeschrankt ),0
Mediobanca S . p . A . Niederlassung Deutschland,0
"Wesona Werkzeug - , Sonder maschinen - und Anlagen bau GmbH",0
CADnetwork GmbH,0
MVM Transporte UG ( haftungsbeschrankt ),0
IAMO Immobilien und Objekt entwicklung GmbH,0
"Schwerdtfeger Sanitat haus und Orthopadie schuh technik , Inhaber Stefan Egel hof e . Kfm .",0
Technik ideen GmbH,0
ac telebusiness GmbH,0
"Tier heim betriebs gesellschaft Kall , gemeinnutzige UG ( haftungsbeschrankt )",0
KFP GmbH Konzept Finanz Plan,0
PRV Grundstucks gesellschaft mbH,0
Devcon Software GmbH,0
Kondor Wessels Beginenhof II GmbH,0
Kunst - & Bauschlosserei SCHMIDTKUNZ GmbH & Co . KG,0
Steuer kanzlei Kurpick Steuer beratung gesellschaft mbH,0
Ageto Holding AG,0
Immobiles - Gesellschaft fur Vertrieb und Verwaltung von Immobilien mbH,0
Ware mode GmbH,0
LA Verwaltungs - GmbH,0
Luis Foods GmbH,0
Burger wind park Kehdingbruch GmbH & Co . KG,0
Riviera Flowers Handels gesellschaft mbH,0
Stella Frisia GmbH & Co . KG,0
Pulger Spedition GmbH,0
EM - Metall GmbH & Co . KG,0
J . B . Hauser Verwaltungs - GmbH,0
easy - WebTalk KG,0
Asia Gastro Cuisine und Handel GmbH,0
Upper East Side e . K,0
KURON KG,0
Auto haus YVEL Dussel dorf Verwaltung GmbH,0
Solide Mobile GmbH,0
cinesto Ltd . & Co KG,0
Klar Verwaltungs - GmbH,0
I . V . Grund besitz verwaltung GmbH,0
CMI GmbH,0
Cologne Event Service Susanne Schirmann e . K .,0
HUG GmbH Internationale Vertriebs agentur,0
Giele GmbH,0
Vos Solar Energy I GmbH,0
real kapital KGaA,0
Stoppler GmbH,0
Holtmann GmbH,0
Petri - Fuchs Trucking GmbH,0
FRAST Beteiligung gesellschaft mbH,0
BGM Trading GmbH,0
HELIOS Therapie Mitte - Nord GmbH,0
Versicherung makler Huissmann GmbH,0
M . A . D . Marketing - Advertising - Design Kommunikation gesellschaft mbH,0
Thomas Furch GmbH,0
p - faktor e . K .,0
Landwirtschaftliche Erzeuger gemeinschaft eG Berge,0
Hans Wolbring GmbH Keramische Farben,0
SVG Beratungs - und Schulung gesellschaft mbH,0
Auto haus Stein GmbH,0
M . + H . Schafer Ilsfeld GmbH,0
Werner Kopper Gesellschaft mit beschrankter Haftung,0
J . - P . Gabriel GmbH,0
A . Becker Consulting GmbH,0
DKS GmbH,0
Kowal Immobilien GmbH & Co . KG,0
Auto haus Ohl e . K,0
BorMaLa - Technik handel und - service GmbH,0
EFT Excellent Food Trading GmbH,0
"Lippmann & Lippmann Partnerschaft gesellschaft , beratende Betriebs wirte",0
CORITEL GmbH,0
AK business services GmbH,0
LIBAU - Harzer Bau - und Sanierungs GmbH,0
PreWe Industrie wartung - und Dienst leistung GmbH,0
mileworks auto motive systems GmbH,0
BSU Verwaltungs - GmbH,0
AMS Verwaltung gesellschaft mbH,0
Rosen Verwaltung GmbH,0
Faltenbacher GmbH,0
ImmoMB UG ( haftungsbeschrankt ),0
Fliesen fach geschaft Gerhard Dehm GmbH,0
H & E Hochbau planung & Elektro installationen UG ( haftungsbeschrankt ),0
Deutscher Arzte - Verlag Gesellschaft mit beschrankter Haftung,0
Raduga International UG ( haftungsbeschrankt ),0
A . S . A . Sicheneder Elektro anlagen GmbH,0
Auto haus AS e . K .,0
AVIAL Bau trager GmbH & Co . Metzer Strasse 1 6 Grundstucks KG,0
Kreutzer Industrie montage GmbH,0
Techno - Service Zeit arbeit GmbH,0
SHL STEUER BERATUNG GESELLSCHAFT MBH,0
Janz Verwaltungs GmbH,0
Frankonia GmbH Glas - u . Gebaude reinigung,0
Auto service und Abschleppdienst Liebstedt OHG,0
Lowen backer GmbH,0
Kastrup Recycling Verwaltungs GmbH,0
ALDOS - A Verwaltungs - GmbH,0
CAS Equity GmbH,0
Airport Race GmbH,0
Wilkes GmbH,0
RT Real Estate GmbH,0
1 . Verwaltung . Innovation . Grundstucks wesen - VIG Immo Grundstucks verwaltung GmbH & Co . KG,0
STIC GmbH,0
Auto center Plauen Sud GmbH,0
MH Bechtle Verwaltungs - GmbH,0
Georg Schmerler Schutz brillen u .. optische Fabrik GmbH & Co . KG,0
GreenWay GmbH,0
Pflege dienst Annekatrin Kruger e . K .,0
Cheese 4 me GmbH,0
BUSCH Armaturen Nurnberg GmbH,0
EPIKEROS PR - PORTAL LIMITED,0
Korn bauern GmbH,0
BSB - Kuvert GmbH & Co . KG,0
Elite Schweiss technik Gesellschaft mit beschrankter Haftung,0
Alber Treppen systeme GmbH,0
AVZ Media UG ( haftungsbeschrankt ),0
SWI UG ( haftungsbeschrankt ) schoner wohnen Immobilien service,0
Bandner Consulting e . K .,0
Thorwesten Immobilien Gesellschaft mit beschrankter Haftung,0
DaMaVe GmbH & Co . KG,0
Anton Stanglmayr GmbH,0
WiLas Verwaltungs UG ( haftungsbeschrankt ),0
Besselmann Services Verwaltungs GmbH,0
THEODORUM Liegenschaften GmbH & Co . KG,0
HAWOK Handels - und Beteiligung gesellschaft m . b . H .,0
Grow Grund besitz GmbH,0
R . u . W . Gross + Co . GmbH,0
L . Q . M Markt forschung GmbH,0
IBC Solar fonds 2 00 9 GmbH & Co KG,0
Auto - Kraus Grund besitz GmbH & Co . KG,0
Stanztechnik Thewalt GmbH,0
Rotomors GmbH,0
step 2 step Personal service GmbH,0
Franz Herb GmbH & Co . KG,0
Fachpublika Wehner GmbH,0
AP Industrie bau Gmbh,0
Sun Energy Power GmbH,0
Zeitung am Samstag Verlags GmbH,0
B & S Vermogens verwaltung GmbH,0
NORMA 2 4 Online - Shop GmbH & Co . KG,0
RANDACK Schraub - u . Spann elemente GmbH,0
Auer Grund besitz verwaltung KG,0
Restaurationsbetriebe Christian I . Hahne,0
Fareast Trading GmbH,0
CREATEOCEANS GmbH & Co . KG,0
alert Film GmbH,0
ISAR Automation GmbH,0
Frauendorfer Reinigung service GmbH,0
Walter Feess Verwaltungs - GmbH,0
Volleyball Club Dresden Spiel betriebs GmbH,0
WEST DEUTSCHLAND Immobilien Portfolio II . / 2 00 7 GmbH,0
Umspannwerk Lonsheim GmbH & Co . KG,0
DATUS AG,0
HELIOS Medizinisches Versorgung zentrum Helmstedt GmbH,0
XL Airways Germany GmbH,0
Bruse Haus bau GmbH,0
Setzkorn Verwaltung gesellschaft mbH,0
Engel und Handke Handel und Montage GmbH,0
BIO - OEL HCT GmbH,0
Green Job UG ( haftungsbeschrankt ),0
CONPOWER Finanz Verwaltung GmbH,0
Deutsche Industrie - und Park haus bau GmbH,0
FIVO Finanz - Vermogens - Versicherung dienstleistung GmbH,0
Kredit garantie gemeinschaft in Baden Wurttemberg Verwaltungs - GmbH,0
Brilliant 3 1 0 . GmbH,0
Apotheke Kleinmachnow Inhaber Margit Schulz,0
F . Potthoff Assekuranz - Makler GmbH & Co . KG,0
Felzen Trading GmbH,0
Beate Scheidt UG ( haftungsbeschrankt ),0
Inversi UG ( haftungsbeschrankt ),0
AIN Verwaltungs GmbH,0
GiroWeb Nord GmbH,0
"Schreinerei Riehm & Sohn , Inhaber Markus Becker e . K .",0
Max Schuster Verwaltungs - GmbH,0
Schwarz und Fries System technik GmbH,0
Meiser GmbH,0
Trespaphan Holdings GmbH,0
MH Schmidt Gerust bau GmbH,0
Bau und Bau Service Gesellschaft mbH ( BBS ),0
Semcon Project Management GmbH,0
Buchbinderei und Galerie Christian Zwang GmbH,0
BuzzFeed GmbH,0
Aero Flight Center Hildesheim GmbH,0
"Ohde GmbH & Co . KG Stahl beton - , Hoch - und Tiefbau",0
d . core GmbH,0
Treuconcept Grund besitz GmbH,0
System Design - Buro & Einrichtung gesellschaft mbH,0
HBM - System planung GmbH,0
AHLERS HOLDING GmbH & Co . KG,0
CultTour 11 GmbH,0
Fritsch Vermogens verwaltung GmbH & Co . KG,0
RSAA GmbH,0
Konzept & Markt Gottingen GmbH,0
Hani Khalil KFZ - Handel e . K .,0
Schubel GmbH & Co . KG,0
Wind park Kirch Mulsow GmbH,0
EV Kassel Gottingen GmbH,0
Friedrich Schwertfeger GmbH & Co KG,0
Diorit - Achte Geschaftsbesorgungs GmbH & Co . KG,0
Reinhart Wholesale e . K . Inhaber Lukas Reinhart,0
Saterra Residenz bau GmbH,0
Diy - Tech GmbH & Co . KG,0
Titan - Aluminium - Fein guss GmbH,0
EuroVal GmbH & Co . Erste Beteiligungs KG,0
Lichtpaus - und Zeichen technik Ernst Perl GmbH,0
REWO - PACK F . Niedecker e . K,0
Kowal Immobilien Verwaltungs GmbH,0
0 7 11 Lifestyle GmbH & Co . KG,0
Berg mann Auto wasche GmbH,0
Abacom Beteiligungs GmbH .,0
Canal Grande Restaurant GmbH,0
SM - Service GmbH Strassen - und Gebaude - Reinigung,0
